"year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour"
2013,7,7,2135,2135,0,120,30,50,"B6",1201,"N705JB","JFK","FLL",138,1069,21,35,2013-07-07 21:00:00
2013,11,20,1156,1159,-3,1520,1514,6,"AA",1256,"N3AXAA","LGA","MIA",153,1096,11,59,2013-11-20 11:00:00
2013,12,14,1244,1229,15,1420,1345,35,"B6",1386,"N183JB","JFK","ROC",51,264,12,29,2013-12-14 12:00:00
2013,10,10,1458,1400,58,1554,1506,48,"B6",2480,"N304JB","EWR","BOS",37,200,14,0,2013-10-10 14:00:00
2013,3,18,1609,1614,-5,1901,1905,-4,"UA",676,"N541UA","EWR","SEA",322,2402,16,14,2013-03-18 16:00:00
2013,3,3,1645,1640,5,1805,1830,-25,"WN",2355,"N248WN","EWR","STL",120,872,16,40,2013-03-03 16:00:00
2013,1,14,1644,1635,9,1915,1856,19,"EV",3805,"N16963","EWR","SAV",115,708,16,35,2013-01-14 16:00:00
2013,6,25,944,945,-1,1109,1120,-11,"WN",2431,"N404WN","LGA","MDW",110,725,9,45,2013-06-25 09:00:00
2013,8,27,1746,1748,-2,2025,2035,-10,"B6",299,"N535JB","LGA","MCO",120,950,17,48,2013-08-27 17:00:00
2013,10,25,650,641,9,1003,951,12,"UA",421,"N529UA","EWR","SFO",333,2565,6,41,2013-10-25 06:00:00
2013,1,11,816,819,-3,1257,1307,-10,"B6",717,"N646JB","JFK","SJU",189,1598,8,19,2013-01-11 08:00:00
2013,5,18,1708,1700,8,1821,1827,-6,"B6",24,"N247JB","JFK","SYR",43,209,17,0,2013-05-18 17:00:00
2013,12,30,2050,2055,-5,1,30,-29,"DL",2242,"N340NW","JFK","SAT",229,1587,20,55,2013-12-30 20:00:00
2013,6,11,1855,1855,0,2111,2146,-35,"B6",195,"N661JB","JFK","LAS",293,2248,18,55,2013-06-11 18:00:00
2013,5,11,1656,1650,6,1953,1821,92,"9E",4220,"N8492C","LGA","IAD",64,229,16,50,2013-05-11 16:00:00
2013,10,29,555,600,-5,837,851,-14,"UA",698,"N827UA","EWR","TPA",138,997,6,0,2013-10-29 06:00:00
2013,5,11,802,805,-3,1042,1101,-19,"DL",2395,"N916DL","LGA","PBI",140,1035,8,5,2013-05-11 08:00:00
2013,4,1,1010,1015,-5,1214,1205,9,"US",1081,"N119US","EWR","CLT",92,529,10,15,2013-04-01 10:00:00
2013,8,8,2103,1900,123,2344,2132,132,"DL",947,"N997DL","LGA","ATL",106,762,19,0,2013-08-08 19:00:00
2013,6,9,1730,1644,46,1848,1817,31,"UA",1243,"N15712","EWR","ORD",109,719,16,44,2013-06-09 16:00:00
2013,4,5,2024,2030,-6,2216,2204,12,"FL",354,"N952AT","LGA","CAK",68,397,20,30,2013-04-05 20:00:00
2013,1,23,1443,1435,8,1603,1559,4,"YV",3750,"N519LR","LGA","IAD",55,229,14,35,2013-01-23 14:00:00
2013,9,28,838,845,-7,1023,1053,-30,"US",2071,"N748UW","LGA","CLT",84,544,8,45,2013-09-28 08:00:00
2013,8,11,1402,1405,-3,1504,1516,-12,"B6",2480,"N266JB","EWR","BOS",44,200,14,5,2013-08-11 14:00:00
2013,12,4,1848,1800,48,2009,1944,25,"9E",4218,"N924XJ","LGA","PIT",57,335,18,0,2013-12-04 18:00:00
2013,6,23,1733,1700,33,1938,1923,15,"9E",3398,"N926XJ","JFK","CVG",88,589,17,0,2013-06-23 17:00:00
2013,5,17,1955,2001,-6,2223,2308,-45,"B6",1505,"N608JB","JFK","ABQ",244,1826,20,1,2013-05-17 20:00:00
2013,11,15,1824,1825,-1,2057,2103,-6,"DL",87,"N374DA","JFK","ATL",119,760,18,25,2013-11-15 18:00:00
2013,7,18,1508,1459,9,1813,1802,11,"UA",1289,"N37253","EWR","MCO",156,937,14,59,2013-07-18 14:00:00
2013,9,27,554,600,-6,900,923,-23,"UA",303,"N518UA","JFK","SFO",333,2586,6,0,2013-09-27 06:00:00
2013,12,13,932,936,-4,1057,1052,5,"B6",116,"N247JB","JFK","SYR",53,209,9,36,2013-12-13 09:00:00
2013,6,13,1419,1258,81,1632,1505,87,"UA",429,"N826UA","EWR","MSY",168,1167,12,58,2013-06-13 12:00:00
2013,1,31,2125,1935,110,22,2220,122,"EV",4204,"N13124","EWR","OKC",211,1325,19,35,2013-01-31 19:00:00
2013,4,18,640,644,-4,749,756,-7,"EV",4241,"N13955","EWR","DCA",44,199,6,44,2013-04-18 06:00:00
2013,5,21,1440,1355,45,1649,1604,45,"EV",4115,"N11551","EWR","SAV",105,708,13,55,2013-05-21 13:00:00
2013,5,14,1750,1720,30,1954,2021,-27,"UA",1731,"N38417","EWR","LAS",283,2227,17,20,2013-05-14 17:00:00
2013,4,23,1256,1300,-4,1422,1431,-9,"UA",1680,"N12116","EWR","ORD",118,719,13,0,2013-04-23 13:00:00
2013,4,4,1509,1512,-3,1836,1825,11,"UA",681,"N418UA","EWR","RSW",181,1068,15,12,2013-04-04 15:00:00
2013,2,19,556,600,-4,716,715,1,"EV",5716,"N833AS","JFK","IAD",47,228,6,0,2013-02-19 06:00:00
2013,3,13,1559,1600,-1,1911,1900,11,"B6",509,"N535JB","EWR","FLL",165,1065,16,0,2013-03-13 16:00:00
2013,11,12,1735,1729,6,1947,2015,-28,"UA",1022,"N33714","EWR","LAS",286,2227,17,29,2013-11-12 17:00:00
2013,12,26,1458,1500,-2,1731,1740,-9,"MQ",3202,"N650MQ","JFK","IND",112,665,15,0,2013-12-26 15:00:00
2013,10,25,1758,1649,69,2015,1903,72,"EV",4294,"N14573","EWR","SAV",105,708,16,49,2013-10-25 16:00:00
2013,7,30,2056,2059,-3,2154,2225,-31,"UA",994,"N841UA","EWR","BOS",36,200,20,59,2013-07-30 20:00:00
2013,1,4,1155,1200,-5,1346,1356,-10,"US",1443,"N738US","JFK","CLT",91,541,12,0,2013-01-04 12:00:00
2013,12,7,1429,1431,-2,1531,1546,-15,"EV",4633,"N36915","EWR","BTV",44,266,14,31,2013-12-07 14:00:00
2013,9,17,1838,1840,-2,2110,2116,-6,"DL",87,"N155DL","JFK","ATL",110,760,18,40,2013-09-17 18:00:00
2013,4,25,1913,1915,-2,2230,2236,-6,"DL",83,"N3746H","JFK","FLL",148,1069,19,15,2013-04-25 19:00:00
2013,7,6,551,600,-9,832,851,-19,"B6",371,"N653JB","LGA","FLL",143,1076,6,0,2013-07-06 06:00:00
2013,5,25,1656,1655,1,2022,2020,2,"VX",413,"N629VA","JFK","LAX",334,2475,16,55,2013-05-25 16:00:00
2013,12,19,808,805,3,956,945,11,"MQ",3531,"N817MQ","LGA","RDU",74,431,8,5,2013-12-19 08:00:00
2013,10,6,1913,1919,-6,2242,2234,8,"B6",71,"N651JB","JFK","SLC",267,1990,19,19,2013-10-06 19:00:00
2013,1,25,722,730,-8,1012,1045,-33,"UA",10,"N77258","LGA","IAH",209,1416,7,30,2013-01-25 07:00:00
2013,11,15,1558,1550,8,1748,1730,18,"MQ",3416,"N519MQ","LGA","RDU",71,431,15,50,2013-11-15 15:00:00
2013,2,2,1439,1442,-3,1745,1754,-9,"UA",1587,"N79279","EWR","RSW",169,1068,14,42,2013-02-02 14:00:00
2013,11,22,654,700,-6,1055,1037,18,"DL",430,"N710TW","JFK","SFO",390,2586,7,0,2013-11-22 07:00:00
2013,1,18,1350,1355,-5,1718,1708,10,"DL",2079,"N376NW","LGA","FLL",173,1076,13,55,2013-01-18 13:00:00
2013,2,27,2112,2029,43,19,2345,34,"B6",1069,"N192JB","JFK","AUS",235,1521,20,29,2013-02-27 20:00:00
2013,4,7,1421,1430,-9,1612,1625,-13,"EV",4117,"N16954","EWR","DTW",87,488,14,30,2013-04-07 14:00:00
2013,1,21,1814,1820,-6,2133,2150,-17,"AA",119,"N3FKAA","EWR","LAX",346,2454,18,20,2013-01-21 18:00:00
2013,5,6,1518,1329,109,1634,1445,109,"EV",4281,"N12552","EWR","BTV",48,266,13,29,2013-05-06 13:00:00
2013,2,25,1156,1200,-4,1513,1529,-16,"DL",863,"N710TW","JFK","LAX",350,2475,12,0,2013-02-25 12:00:00
2013,7,19,1734,1617,77,1938,1811,87,"EV",4092,"N13970","EWR","DAY",85,533,16,17,2013-07-19 16:00:00
2013,1,20,1706,1708,-2,2019,2023,-4,"B6",15,"N190JB","JFK","FLL",168,1069,17,8,2013-01-20 17:00:00
2013,4,24,859,908,-9,1215,1210,5,"B6",1061,"N519JB","JFK","AUS",227,1521,9,8,2013-04-24 09:00:00
2013,9,22,1758,1630,88,2113,1940,93,"AA",181,"N323AA","JFK","LAX",325,2475,16,30,2013-09-22 16:00:00
2013,9,24,2045,2052,-7,2217,2248,-31,"EV",4368,"N11121","EWR","DAY",73,533,20,52,2013-09-24 20:00:00
2013,12,15,1047,1055,-8,1237,1250,-13,"MQ",3689,"N531MQ","LGA","DTW",82,502,10,55,2013-12-15 10:00:00
2013,5,27,1324,1329,-5,1451,1445,6,"EV",4281,"N15983","EWR","BTV",45,266,13,29,2013-05-27 13:00:00
2013,5,9,1638,1525,73,1814,1730,44,"MQ",4579,"N544MQ","LGA","CLT",74,544,15,25,2013-05-09 15:00:00
2013,3,5,1747,1755,-8,2024,2048,-24,"B6",547,"N655JB","EWR","PBI",144,1023,17,55,2013-03-05 17:00:00
2013,9,20,2113,2022,51,2249,2155,54,"B6",105,"N179JB","JFK","ORD",107,740,20,22,2013-09-20 20:00:00
2013,2,14,1010,1015,-5,1213,1216,-3,"US",1427,"N768US","JFK","CLT",88,541,10,15,2013-02-14 10:00:00
2013,8,26,1447,1353,54,1720,1705,15,"UA",1740,"N24211","EWR","SFO",317,2565,13,53,2013-08-26 13:00:00
2013,7,10,1520,1505,15,2043,1835,128,"AA",1769,"N387AA","JFK","MIA",147,1089,15,5,2013-07-10 15:00:00
2013,1,3,1638,1645,-7,1859,1906,-7,"9E",4027,"N8974C","EWR","CVG",113,569,16,45,2013-01-03 16:00:00
2013,9,15,1658,1552,66,1833,1736,57,"EV",5091,"N741EV","LGA","PIT",57,335,15,52,2013-09-15 15:00:00
2013,1,6,615,610,5,807,817,-10,"DL",1919,"N326US","LGA","MSP",150,1020,6,10,2013-01-06 06:00:00
2013,12,26,1608,1550,18,1941,1915,26,"AA",1410,"N3DXAA","LGA","MIA",165,1096,15,50,2013-12-26 15:00:00
2013,10,6,1354,1359,-5,1521,1523,-2,"B6",2402,"N206JB","JFK","BUF",59,301,13,59,2013-10-06 13:00:00
2013,12,18,2130,2129,1,2239,2258,-19,"EV",4421,"N11544","EWR","ORF",46,284,21,29,2013-12-18 21:00:00
2013,6,15,1629,1640,-11,1821,1855,-34,"MQ",3556,"N722MQ","LGA","DTW",84,502,16,40,2013-06-15 16:00:00
2013,11,16,1550,1600,-10,1844,1905,-21,"AA",1156,"N3JTAA","LGA","DFW",211,1389,16,0,2013-11-16 16:00:00
2013,5,13,627,630,-3,739,805,-26,"AA",303,"N472AA","LGA","ORD",109,733,6,30,2013-05-13 06:00:00
2013,9,16,1314,1315,-1,1523,1521,2,"9E",3795,"N8673D","EWR","CVG",96,569,13,15,2013-09-16 13:00:00
2013,3,19,653,630,23,1107,1040,27,"AA",413,"N3BVAA","JFK","SJU",203,1598,6,30,2013-03-19 06:00:00
2013,8,20,1632,1541,51,1745,1715,30,"UA",1638,"N36247","EWR","CLE",60,404,15,41,2013-08-20 15:00:00
2013,6,22,2037,1930,67,2144,2112,32,"9E",3385,"N915XJ","JFK","BOS",42,187,19,30,2013-06-22 19:00:00
2013,5,15,1127,1130,-3,1411,1428,-17,"B6",61,"N706JB","JFK","FLL",141,1069,11,30,2013-05-15 11:00:00
2013,4,29,1738,1742,-4,2023,2055,-32,"UA",1165,"N57857","EWR","LAX",314,2454,17,42,2013-04-29 17:00:00
2013,10,7,1326,1330,-4,1537,1550,-13,"US",456,"N664AW","JFK","PHX",290,2153,13,30,2013-10-07 13:00:00
2013,7,9,1118,1125,-7,1225,1235,-10,"B6",34,"N355JB","JFK","BTV",47,266,11,25,2013-07-09 11:00:00
2013,8,10,1644,1624,20,1923,1925,-2,"UA",1593,"N14228","EWR","MCO",139,937,16,24,2013-08-10 16:00:00
2013,9,10,1557,1538,19,1707,1658,9,"EV",4580,"N12564","EWR","MKE",108,725,15,38,2013-09-10 15:00:00
2013,7,21,1651,1620,31,1953,1902,51,"DL",843,"N186DN","JFK","ATL",110,760,16,20,2013-07-21 16:00:00
2013,8,7,1449,1340,69,1655,1555,60,"WN",2261,"N223WN","EWR","PHX",290,2133,13,40,2013-08-07 13:00:00
2013,3,24,1416,1427,-11,1555,1626,-31,"EV",4975,"N722EV","EWR","MSP",139,1008,14,27,2013-03-24 14:00:00
2013,7,26,1755,1800,-5,1934,1913,21,"US",2138,"N949UW","LGA","BOS",38,184,18,0,2013-07-26 18:00:00
2013,12,2,2035,2040,-5,2317,2326,-9,"EV",4204,"N17115","EWR","OKC",193,1325,20,40,2013-12-02 20:00:00
2013,1,25,755,607,108,1008,819,109,"EV",4559,"N14952","EWR","CVG",110,569,6,7,2013-01-25 06:00:00
2013,7,31,806,755,11,1002,950,12,"US",1733,"N178US","LGA","CLT",78,544,7,55,2013-07-31 07:00:00
2013,12,21,1231,1240,-9,1439,1440,-1,"9E",3508,"N8543F","EWR","DTW",102,488,12,40,2013-12-21 12:00:00
2013,12,9,838,845,-7,1100,1053,7,"US",2071,"N721UW","LGA","CLT",109,544,8,45,2013-12-09 08:00:00
2013,2,1,553,600,-7,659,659,0,"US",2161,"N730US","LGA","DCA",49,214,6,0,2013-02-01 06:00:00
2013,6,15,1516,1447,29,1657,1646,11,"EV",4111,"N14153","EWR","CHS",85,628,14,47,2013-06-15 14:00:00
2013,8,16,2056,2059,-3,2329,2333,-4,"EV",4139,"N14904","EWR","JAX",133,820,20,59,2013-08-16 20:00:00
2013,12,1,939,945,-6,1114,1130,-16,"AA",317,"N3GUAA","LGA","ORD",115,733,9,45,2013-12-01 09:00:00
2013,6,13,1110,1100,10,1410,1349,21,"DL",695,"N905DL","JFK","MCO",133,944,11,0,2013-06-13 11:00:00
2013,8,7,2113,2000,73,2358,2244,74,"UA",288,"N426UA","EWR","IAH",178,1400,20,0,2013-08-07 20:00:00
2013,2,4,920,930,-10,1049,1103,-14,"9E",3661,"N8986B","JFK","ROC",58,264,9,30,2013-02-04 09:00:00
2013,3,9,1232,1237,-5,1519,1548,-29,"UA",525,"N463UA","LGA","IAH",203,1416,12,37,2013-03-09 12:00:00
2013,11,4,1918,1859,19,2234,2159,35,"UA",1128,"N38727","LGA","IAH",201,1416,18,59,2013-11-04 18:00:00
2013,12,6,706,705,1,1001,1017,-16,"AS",15,"N419AS","EWR","SEA",333,2402,7,5,2013-12-06 07:00:00
2013,8,1,1144,1153,-9,1429,1421,8,"EV",4679,"N27962","EWR","JAX",127,820,11,53,2013-08-01 11:00:00
2013,12,17,1617,1545,32,1843,1815,28,"WN",3778,"N497WN","EWR","DEN",229,1605,15,45,2013-12-17 15:00:00
2013,2,17,1631,1640,-9,1906,1850,16,"MQ",4540,"N719MQ","LGA","DTW",84,502,16,40,2013-02-17 16:00:00
2013,10,24,1032,1000,32,1203,1131,32,"FL",357,"N717JL","LGA","CAK",65,397,10,0,2013-10-24 10:00:00
2013,12,5,624,630,-6,935,910,25,"B6",1611,"N634JB","JFK","LAS",345,2248,6,30,2013-12-05 06:00:00
2013,10,29,1002,1010,-8,1129,1158,-29,"EV",5208,"N750EV","LGA","RIC",53,292,10,10,2013-10-29 10:00:00
2013,11,4,926,926,0,1216,1225,-9,"UA",497,"N473UA","EWR","PBI",139,1023,9,26,2013-11-04 09:00:00
2013,8,22,727,730,-3,921,930,-9,"DL",831,"N972DL","LGA","DTW",87,502,7,30,2013-08-22 07:00:00
2013,2,12,755,759,-4,1118,1115,3,"UA",1539,"N21723","EWR","DFW",226,1372,7,59,2013-02-12 07:00:00
2013,9,1,1705,1705,0,1926,1957,-31,"DL",503,"N3753","JFK","SAN",302,2446,17,5,2013-09-01 17:00:00
2013,3,12,1600,1500,60,1932,1825,67,"AA",1925,"N3BBAA","LGA","MIA",175,1096,15,0,2013-03-12 15:00:00
2013,5,16,1628,1545,43,1856,1802,54,"DL",1942,"N346NB","EWR","ATL",112,746,15,45,2013-05-16 15:00:00
2013,1,11,1900,1735,85,2033,1922,71,"B6",1111,"N228JB","JFK","RDU",74,427,17,35,2013-01-11 17:00:00
2013,12,15,1902,1730,92,2027,1914,73,"B6",1185,"N304JB","JFK","RDU",69,427,17,30,2013-12-15 17:00:00
2013,2,12,1544,1522,22,1758,1727,31,"EV",4086,"N12552","EWR","GRR",115,605,15,22,2013-02-12 15:00:00
2013,4,7,936,935,1,1223,1230,-7,"VX",251,"N840VA","JFK","LAS",325,2248,9,35,2013-04-07 09:00:00
2013,6,21,623,630,-7,811,830,-19,"EV",4166,"N15574","EWR","GSP",90,594,6,30,2013-06-21 06:00:00
2013,1,13,626,630,-4,849,859,-10,"DL",2006,"N358NB","LGA","MSY",178,1183,6,30,2013-01-13 06:00:00
2013,11,24,1954,2000,-6,2136,2158,-22,"EV",4368,"N11539","EWR","DAY",84,533,20,0,2013-11-24 20:00:00
2013,1,28,754,759,-5,1045,1115,-30,"UA",1539,"N39728","EWR","DFW",205,1372,7,59,2013-01-28 07:00:00
2013,6,5,946,955,-9,1145,1210,-25,"9E",4060,"N829AY","LGA","DAY",86,549,9,55,2013-06-05 09:00:00
2013,4,3,852,900,-8,1028,1039,-11,"UA",364,"N817UA","LGA","ORD",123,733,9,0,2013-04-03 09:00:00
2013,11,24,718,725,-7,905,927,-22,"DL",831,"N321US","LGA","DTW",83,502,7,25,2013-11-24 07:00:00
2013,8,3,1900,1831,29,2041,2022,19,"UA",1177,"N54711","EWR","ORD",120,719,18,31,2013-08-03 18:00:00
2013,3,13,1920,1922,-2,2202,2220,-18,"UA",1057,"N36207","EWR","PBI",145,1023,19,22,2013-03-13 19:00:00
2013,1,26,739,710,29,1101,1031,30,"UA",1665,"N33284","EWR","LAX",339,2454,7,10,2013-01-26 07:00:00
2013,10,21,1428,1430,-2,1609,1634,-25,"EV",5370,"N695CA","EWR","MSP",144,1008,14,30,2013-10-21 14:00:00
2013,6,9,1542,1545,-3,1854,1901,-7,"DL",141,"N339NW","JFK","FLL",153,1069,15,45,2013-06-09 15:00:00
2013,11,27,1000,959,1,1215,1245,-30,"UA",1110,"N75436","EWR","LAS",290,2227,9,59,2013-11-27 09:00:00
2013,6,14,917,859,18,1143,1151,-8,"UA",560,"N456UA","LGA","IAH",178,1416,8,59,2013-06-14 08:00:00
2013,7,19,1405,1259,66,1705,1555,70,"B6",1101,"N348JB","JFK","FLL",156,1069,12,59,2013-07-19 12:00:00
2013,4,25,812,810,2,1018,1020,-2,"DL",2119,"N967DL","LGA","MSP",149,1020,8,10,2013-04-25 08:00:00
2013,12,1,2119,2130,-11,2219,2245,-26,"MQ",3621,"N849MQ","JFK","DCA",41,213,21,30,2013-12-01 21:00:00
2013,6,5,718,725,-7,1006,1015,-9,"AS",21,"N566AS","EWR","SEA",332,2402,7,25,2013-06-05 07:00:00
2013,12,6,1020,1030,-10,1145,1155,-10,"MQ",3611,"N8EGMQ","EWR","ORD",123,719,10,30,2013-12-06 10:00:00
2013,10,9,1146,1140,6,1430,1430,0,"UA",1131,"N27724","EWR","TPA",148,997,11,40,2013-10-09 11:00:00
2013,8,25,2051,2100,-9,2208,2235,-27,"AA",371,"N4YJAA","LGA","ORD",105,733,21,0,2013-08-25 21:00:00
2013,8,17,1719,1726,-7,1826,1852,-26,"UA",994,"N403UA","EWR","BOS",36,200,17,26,2013-08-17 17:00:00
2013,5,29,1504,1515,-11,1722,1740,-18,"MQ",4309,"N637MQ","JFK","IND",101,665,15,15,2013-05-29 15:00:00
2013,12,12,1711,1715,-4,1844,1850,-6,"MQ",2949,"N601MQ","JFK","BNA",135,765,17,15,2013-12-12 17:00:00
2013,12,11,1824,1830,-6,2048,2054,-6,"DL",2331,"N969DL","JFK","DTW",102,509,18,30,2013-12-11 18:00:00
2013,4,16,1040,900,100,1206,1038,88,"UA",544,"N495UA","LGA","ORD",121,733,9,0,2013-04-16 09:00:00
2013,7,31,650,655,-5,941,938,3,"B6",453,"N537JB","JFK","PBI",140,1028,6,55,2013-07-31 06:00:00
2013,8,20,2051,2051,0,2333,2358,-25,"B6",165,"N559JB","JFK","PDX",319,2454,20,51,2013-08-20 20:00:00
2013,3,5,537,540,-3,823,850,-27,"AA",1141,"N5EAAA","JFK","MIA",148,1089,5,40,2013-03-05 05:00:00
2013,8,5,2206,1915,171,38,2230,128,"AA",21,"N327AA","JFK","LAX",302,2475,19,15,2013-08-05 19:00:00
2013,8,2,929,935,-6,1233,1221,12,"B6",223,"N763JB","JFK","LAX",328,2475,9,35,2013-08-02 09:00:00
2013,11,6,2335,2215,80,18,2317,61,"EV",4233,"N23139","EWR","ALB",29,143,22,15,2013-11-06 22:00:00
2013,4,22,1529,1519,10,1854,1820,34,"UA",1600,"N29129","EWR","LAX",337,2454,15,19,2013-04-22 15:00:00
2013,10,26,1951,1900,51,2119,2055,24,"9E",3330,"N914XJ","JFK","ORD",112,740,19,0,2013-10-26 19:00:00
2013,7,10,2146,1800,226,7,2012,235,"DL",1321,"N372NW","EWR","MSP",140,1008,18,0,2013-07-10 18:00:00
2013,7,11,1522,1510,12,1645,1643,2,"UA",253,"N556UA","EWR","ORD",107,719,15,10,2013-07-11 15:00:00
2013,11,15,755,800,-5,1052,1110,-18,"DL",2190,"N385DN","JFK","MIA",152,1089,8,0,2013-11-15 08:00:00
2013,12,6,955,754,121,1130,944,106,"EV",4548,"N13123","EWR","RDU",70,416,7,54,2013-12-06 07:00:00
2013,9,10,929,929,0,1128,1129,-1,"MQ",3565,"N534MQ","LGA","CLT",73,544,9,29,2013-09-10 09:00:00
2013,4,27,1726,1655,31,2010,2030,-20,"VX",413,"N641VA","JFK","LAX",320,2475,16,55,2013-04-27 16:00:00
2013,12,22,1810,1659,71,2005,1832,93,"UA",1022,"N23707","EWR","ORD",130,719,16,59,2013-12-22 16:00:00
2013,7,19,1344,1347,-3,1614,1644,-30,"DL",1685,"N915DE","LGA","MCO",129,950,13,47,2013-07-19 13:00:00
2013,4,18,1424,1146,158,1653,1440,133,"UA",939,"N807UA","EWR","TPA",129,997,11,46,2013-04-18 11:00:00
2013,8,10,627,630,-3,739,755,-16,"AA",303,"N3GEAA","LGA","ORD",112,733,6,30,2013-08-10 06:00:00
2013,3,31,1428,1430,-2,1737,1740,-3,"UA",74,"N14120","EWR","LAX",346,2454,14,30,2013-03-31 14:00:00
2013,10,9,639,635,4,749,751,-2,"B6",2802,"N238JB","JFK","BUF",48,301,6,35,2013-10-09 06:00:00
2013,8,11,1034,1039,-5,1218,1235,-17,"EV",4434,"N11137","EWR","AVL",83,583,10,39,2013-08-11 10:00:00
2013,11,10,2022,2027,-5,2237,2243,-6,"EV",4445,"N13566","EWR","IND",109,645,20,27,2013-11-10 20:00:00
2013,10,17,1708,1435,153,1903,1609,174,"UA",460,"N447UA","EWR","CLE",67,404,14,35,2013-10-17 14:00:00
2013,5,2,1343,1145,118,1511,1322,109,"EV",4376,"N11191","EWR","RDU",65,416,11,45,2013-05-02 11:00:00
2013,9,12,826,830,-4,1149,1040,69,"EV",5157,"N708EV","LGA","CLT",78,544,8,30,2013-09-12 08:00:00
2013,6,6,929,930,-1,1227,1230,-3,"WN",1983,"N466WN","EWR","AUS",210,1504,9,30,2013-06-06 09:00:00
2013,1,12,1818,1820,-2,2123,2152,-29,"DL",1643,"N3762Y","JFK","SEA",328,2422,18,20,2013-01-12 18:00:00
2013,9,3,915,915,0,1024,1044,-20,"EV",5480,"N605QX","LGA","SYR",36,198,9,15,2013-09-03 09:00:00
2013,9,6,1841,1845,-4,2015,2030,-15,"9E",3320,"N913XJ","JFK","BUF",53,301,18,45,2013-09-06 18:00:00
2013,4,28,2126,2129,-3,2357,15,-18,"UA",809,"N853UA","EWR","IAH",191,1400,21,29,2013-04-28 21:00:00
2013,10,2,1609,1600,9,1734,1740,-6,"9E",3357,"N916XJ","LGA","BNA",104,764,16,0,2013-10-02 16:00:00
2013,11,5,2056,2107,-11,2255,2319,-24,"EV",4536,"N19966","EWR","CVG",94,569,21,7,2013-11-05 21:00:00
2013,6,20,1100,1102,-2,1320,1341,-21,"UA",786,"N530UA","EWR","LAX",300,2454,11,2,2013-06-20 11:00:00
2013,4,6,1427,1429,-2,1711,1721,-10,"B6",1161,"N661JB","LGA","PBI",137,1035,14,29,2013-04-06 14:00:00
2013,8,20,1048,1055,-7,1206,1235,-29,"MQ",3466,"N735MQ","LGA","RDU",66,431,10,55,2013-08-20 10:00:00
2013,5,13,1553,1555,-2,1706,1749,-43,"B6",915,"N178JB","JFK","ORD",112,740,15,55,2013-05-13 15:00:00
2013,9,24,2149,2059,50,2259,2232,27,"EV",5048,"N744EV","LGA","RIC",46,292,20,59,2013-09-24 20:00:00
2013,7,28,2107,1729,218,54,2055,239,"VX",193,"N522VA","EWR","SFO",360,2565,17,29,2013-07-28 17:00:00
2013,3,12,1554,1600,-6,1944,1934,10,"DL",1461,"N704X","JFK","LAX",335,2475,16,0,2013-03-12 16:00:00
2013,10,14,1656,1655,1,2016,2015,1,"VX",413,"N626VA","JFK","LAX",348,2475,16,55,2013-10-14 16:00:00
2013,4,15,602,600,2,843,840,3,"B6",79,"N760JB","JFK","MCO",140,944,6,0,2013-04-15 06:00:00
2013,12,31,607,600,7,848,825,23,"WN",1716,"N7740A","LGA","ATL",137,762,6,0,2013-12-31 06:00:00
2013,6,26,1616,1545,31,2015,1906,69,"DL",1129,"N994DL","LGA","MIA",175,1096,15,45,2013-06-26 15:00:00
2013,7,19,954,959,-5,1155,1207,-12,"EV",4495,"N13969","EWR","SAV",104,708,9,59,2013-07-19 09:00:00
2013,10,20,558,600,-2,749,751,-2,"DL",731,"N316NB","LGA","DTW",84,502,6,0,2013-10-20 06:00:00
2013,12,24,1541,1544,-3,1745,1750,-5,"US",1767,"N604AW","LGA","CLT",93,544,15,44,2013-12-24 15:00:00
2013,4,10,605,615,-10,748,810,-22,"US",1657,"N764US","JFK","CLT",78,541,6,15,2013-04-10 06:00:00
2013,6,15,1238,1236,2,1614,1543,31,"UA",1700,"N24729","EWR","SFO",380,2565,12,36,2013-06-15 12:00:00
2013,11,30,831,705,86,1032,916,76,"EV",4155,"N33182","EWR","GRR",93,605,7,5,2013-11-30 07:00:00
2013,4,17,854,900,-6,1147,1143,4,"DL",1747,"N688DL","LGA","ATL",104,762,9,0,2013-04-17 09:00:00
2013,7,31,1602,1605,-3,1720,1732,-12,"YV",3771,"N506MJ","LGA","IAD",44,229,16,5,2013-07-31 16:00:00
2013,10,4,1519,1515,4,1758,1810,-12,"AA",320,"N4XPAA","EWR","DFW",185,1372,15,15,2013-10-04 15:00:00
2013,4,19,1826,1830,-4,2022,1955,27,"MQ",4484,"N711MQ","LGA","BNA",130,764,18,30,2013-04-19 18:00:00
2013,12,3,1540,1543,-3,1746,1752,-6,"EV",4667,"N21129","EWR","MSP",160,1008,15,43,2013-12-03 15:00:00
2013,5,5,1105,1115,-10,1233,1305,-32,"MQ",4485,"N738MQ","LGA","CMH",71,479,11,15,2013-05-05 11:00:00
2013,4,4,1258,1300,-2,1435,1435,0,"MQ",4404,"N844MQ","JFK","RDU",77,427,13,0,2013-04-04 13:00:00
2013,10,16,1320,1325,-5,1604,1549,15,"F9",507,"N201FR","LGA","DEN",231,1620,13,25,2013-10-16 13:00:00
2013,6,16,1456,1431,25,1824,1743,41,"UA",1150,"N26210","EWR","SFO",362,2565,14,31,2013-06-16 14:00:00
